Gender,Text,Description,User Name,User Screen Name,Text Color,Link Color,Sidebar Color,Border Color,Background Color
1,Bingeing on mindykaling show Why did it take the flu to bring me to my destiny Love it,,ComedyCheryl,ilove2chatter,3D1957,6600FF,12F7FF,F041D6,D21CFF
1,Flu shot hoax admitted,,David Lemke,Davelemke5,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,RT BPMSmith bekegsw bogut has the flu they better quarantine him Can t have team sick,,Beke,BekeGSW,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Shoutout white blood cells for no more winter flu,,Isaac Melanson,Isaac Melanson,333333,18BAF5,FAFDFF,ED1148,FF002B
1,Can someone give me the flu real quick,,Chip,C Pointer21,FF0066,6F0CF0,0,FFFFFF,DBE9ED
2,I really have the flu,,Bitch Pudding,Vanityyy6,FF0FCF,FF19E4,0,FFFFFF,E4F4F5
2,BekeGSW Steph maybe got sick from Bogut I hope not tho We don t need the flu to pass thru the Warriors team,,Nicolette Love,nickibabylove,333333,38543,F6F6F6,FFFFFF,ACDED6
2,donniekeshawarz ForeverABC Oh I just saw this Too bad I missed it In bed with some crazy flu I m loving the show though,,Michele Sturgeon,rosesheart,3D1957,FF0000,7AC3EE,65B0DA,642D8B
1,DFS Almanac headchopper Dean Flu Clarkson Hitting a 3 this season DueTheory,,Elliot Robinson,ERobtheGamecock,333333,0084B4,DDFFCC,FFFFFF,9AE4E8
2,Blink1katy2 the flu didn t ruin the weekend my bile did,,Breanna,badass itelli,362720,2FC2EF,E5507E,FFFFFF,1A1B1F
2,jrhowell92 ThatManCam he has the flu so he waited til about 10 seconds be4 tip off and ran to the locker room,,michael cimaglia,mad cimaglia,0,117EC2,F05132,0,0
2,Can I get a well tweet from you Iam sick with the flu and it will make my day to get a get well soon from you shaymitch PLLaywithShay,,Sara Yu,saraGG14,0,252525,C9B175,C9B175,252525
1,SnottieDrippen flu,,Vandal Savage,Hisenberg00,B3AFB2,0808D6,FC052E,EB1212,171616
2,stomach flu 1 me 0 doubling down on pedialyte amp saltines,,brittany,brittanyforks,333333,FF9ED0,F0F0F0,FFFFFF,FFFFFF
1,man im tired this cold kicking my ass i hope i dont got the flu,,King Strauss,pureblack,333333,ABB8C2,DDEEF6,C0DEED,C0DEED
1,Everyone who predicted I was not going to die based on this flu was right I m feeling much better thanks,,Anthony Brian Smith,AnthonyBLSmith,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,I think I m getting the flu,,ava jo,avaapilcherr,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,RT tasalinas How to Properly Fight the Flu ReliefIsHere SheSpeaksUp Walmart ad,,Lolli Franklin,1momof5,9A3303,F89939,F7EDEE,5F9976,B4D0C4
2,Girl you know it s true he died from the flu MakeEverySongASadOne,,Queen Carlotta,briancvann,333333,9266CC,DDEEF6,C0DEED,F5ABB5
1,RT SneakerPics23 Flu Game 12 s,,La hawn Nojoke,Nojoke Dyt,333333,9999,EFEFEF,FFFFFF,131516
2,Either I m stressed to the point I m sick or I have the stomach flu and both suck,,becca krenz,BeccaKrenz,0,F5ABB5,0,0,0
1,sensing a bad flu coming,,Metta,MettaNikita,333333,F535AB,C8BBBE,1F1D1F,FF1953
2,Laying wiff momma cause I have the flu,,Hayley Mercer,hay laylayy,4D474D,DB23DB,A81892,B50E94,DB23DB
2,bogut needs to get a damn flu shot,,KYLAH,kylahh,362720,FFFFFF,E5507E,0,FFFFFF
2,That pussy sick now Viral flu,,Izzy Nunez,TokaLoca,FFFFFF,B802B8,0,0,F7F7F7
1,the flu is literally god awful,,baylee,BayleeKenney,634047,0,E3E2DE,FFFFFF,0
1,alpackaP no money in truth telling just saw your email Wow I m doped up on flu drugs so will re read in AM Thanks,,Anand Sanwal,asanwal,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,zuperman71 dude I don t know if this is how you felt when you had the flu But I m dying I just had my first real piece of food 2day,,Aesia Palmer,Aeshh,0C3E53,FF0000,FFF7CC,F2E195,BADFCD
1,So my parents force me to get a flu shot then I get sick the next day this is there fault,,Phillip Sharpe,Filthy04,0,DD2E44,0,0,0
1,RT SpearsNBAYahoo Warriors center Andrew Bogut flu out versus Bulls,,Al Monta o,almontano,333333,0099CC,DDEEF6,FFFFFF,FFF04D
2,Tylenol flu is a lie,,Hana G,MzHanaG,333333,3B94D9,DDEEF6,FFFFFF,FAF2FA
2,My dad was crazy for letting my sister out in the snow earlier She still has the flu Now it could get worse If I was home I would ve,,kchizzle,kcheeeaaaa,706F70,F5ABB5,FFFFFF,FFFFFF,FFFFFF
2,SpelmanQUEER when I get over this flu Yes definitely Right now I can t speak lol,,Ohmy Noo,ToThe Bone,141314,FF9C9C,FAFAFA,FFFFFF,575656
1,BontaHill big boy has the flu,,Dieter Kurtenbach,dkurtenbach,0,FF0000,E0FF92,87BC44,9AE4E8
1,I won t even leave bed if I have the flu let alone go play an NBA game Especially being a center so much contact involved,,Stephen McFlurry,ArabianMamba95,0,0,FFFFFF,FFFFFF,FFFFFF
1,I get super emotional when I m really sick I have the flu and cried while watching Dennis the Menace,,Mark DeRidder,markderidder,666666,2FC2EF,252429,181A1E,1A1B1F
1,Very thankful just the flu RT SpearsNBAYahoo Warriors center Andrew Bogut flu out versus Bulls,,Carlos Olin Montalvo,carlosolin,0DA3A6,64507,090A0A,0,1A1B1F
1,VivaLaJio I caught the flu From my niece,,Ramon Medina,TDRayray,333333,0084B4,C0DFEC,A8C7F7,22330
1,That shit flu gay z,,Durty Staxx,DurtyStaxx,333333,9999,EFEFEF,FFFFFF,131516
2,My sweet little flowers are blooming for me while I m getting over the flu Tendor Nob Manor,,Diana Velasco,dianavelasco80,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,RT lazonadeportiva Williams Durham and Beard have the flu they all threw up Williams went into the locker room Beard had to change j,,Air Force Razorback,AustinWakeham,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Flu during J Term finals week Great,,Austin Rogers,AustinRogers78,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,SherwoodStrauss bogut must have the highest stomach flu average in the league,,Rob Phillips,RNPSF,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,JLazySAngus BS Overload is worse than the flu lol Hugs,,Susan Worthington,magicgirlsue,3C3940,0099B9,95E8EC,5ED4DC,0099B9
1,RT nocleverhandle I support mandatory paid sick leave because I don t want people who have the flu handling my food And because it s the,,Chris M,Brock Samson,333333,FF3300,A0C5C7,86A4A6,709397
2,Philadelphians please be careful The flu is going around rapidly,,Ms Unpredictable,NailalieCole,3E4415,E80C17,99CC33,FFFFFF,352726
2,Whoever I caught the flu from fuck you these have been the worst past 2 3 days,,Olivia,OliviaWolch,3C3940,0099B9,95E8EC,5ED4DC,0099B9
2,The one year I don t get my flu shot because apparently it wasn t very effective this year is the one time I get the flu,,chacha,hashtagsophiaaa,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,RT Tricky Roma Andrew Bogut flu out for six months,,Beke,BekeGSW,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,RT lazonadeportiva Williams Durham and Beard have the flu they all threw up Williams went into the locker room Beard had to change j,,DoBiE,DobieHicks,B40019,333333,C0DFEC,A8C7F7,22330
2,So it s not a great idea to read a book about a flu pandemic that wipes out civilization as we know it before bed Lesson learned,,Meg Buelow,megnotmegs,EA6D83,E2C3B4,C6ECCF,FFFFFF,4B4056
2,preebaby13 me too we miss his presence he makes a big impact Damn flu,,Amar,Amar790,F073F0,DE0B71,292929,0,0
1,ShewitMESS Bogut got the flu haha,,Beke,BekeGSW,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,I just asked Astoria s head coach how many healthy non flu ridden players he had left and he was pretty forward None,,John William Howard,JowardHoward,8A7302,B37A22,171106,0,0F0A02
2,Slowly getting over the flu,,Maxine Goodwin,sparrow4291,666666,0,252429,181A1E,0
2,RT blackdoctor Workplace Cold amp Flu Tips To Protect Your Sick Days,,Rebecca Briscoe,bckybr,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Professional athletes should be required to get the flu shot You asshole Bogut Lost me 4 contests,,Mary Bonilla,MaryBonilla,6.27E+93,666666,1C1C1C,404040,0F0F0F
1,RT DENISE RICHARDS Can t wait till cold amp flu season passes everyone is on the mend sleeplessnights sickkids,,harXld,harxld,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,I ve had to learn the difference between allergy versus flu symptoms for the past 2 years Now I know why,,Lucy A Puniwai,TX Realtor,663B12,1F98C7,DAECF4,C6E2EE,C6E2EE
1,Everybody getting the flu Wtf,,Paul,quintana paul,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,shaig bogut out with the flu big influence down low Klay and Curry ballin,,Lance Smith,lancesmith,666666,2FC2EF,252429,181A1E,1A1B1F
1,World War 1 killed 21 mil people in 4 years swine flu did the same in its first 4 months 80 of Am casualties came from the flu,,Dom Cerasoli,DCWESC,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,So fix the last thing then caught the flu with my immune system still wrecked Hope next time I can stay healthy,,Wolfen Vic,Wolfen Vic,666666,2FC2EF,252429,181A1E,1A1B1F
2,Why is the flu going around my house,,Anissa Gusti,HolaItsAnissa,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Get the flu away from me scum,,Nico,Mexicanbanana,333333,94D487,DDEEF6,FFFFFF,C0DEED
1,FluFighter YouTube Mike Samet HCPH PIO gets a Flu Shot gt gt Quickly and Painlessly Get Yours Today,,Hamilton Co Health,HamCoHealth,00664E,91946D,D4DBB9,FFFFFF,D4DBB9
1,Flu Barrymore SnowyCelebrities midnight PointsMe,,Edwin A Santos,Edwin A Santos,333333,38543,F6F6F6,FFFFFF,103B10
1,Feel like I m coming up with the Flu,,Antonio Lipscomb,AntonioL42,0D0C0D,020B0F,DFE4E6,0E0F0F,40505
2,I won t be able to cheer v loud tomorrow night bc still have Italian flu and can t speak wo coughing like a chain smoker,,kirsty,kirstenshiner,666666,E00D0D,252429,0,131516
1,1918 flu epidemic remains a mystery Normal outbreaks yield 10 people unknowingly have flu but with no symptoms,,Dom Cerasoli,DCWESC,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,I hate this flu coming Uggh killing me here,,Sara Yu,saraGG14,0,252525,C9B175,C9B175,252525
2,may or may not be getting the flu may or may not be dying a slow death,,Melanie Rae,melanieraee,333333,5E7B85,FFFFFF,B5B9BF,FCFCFC
1,CDC caught inflating flu deaths to sell more vaccs Flu shot hoax,,Jim Humbert,JimHumbert,333333,9999,EFEFEF,EEEEEE,131516
2,Suitemate has the flu and I never got a flu shot,,Lauren Woods,lauren mmarie,333333,93A644,FFFFFF,EEEEEE,B2DFDA
1,I ve been sick a week n a half now this flu is kickin my ass,,NIK NIK,GuessWhtIDGAF,666666,2FC2EF,252429,181A1E,1A1B1F
1,RT Cheeseboy22 Just got a flu shot at Walgreens which is perfect because that s where I normally get the flu,,mle,mlegreenberg,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Lots of new business coming in wish I could shake this sinus thing flu whatever it is and jump in with both,,Linda Burnett,RosLindaRealtor,1C1F23,C34242,C9C9C9,BFBFBF,07090B
1,Michael Jordan won an NBA Finals game BY HIMSELF with the flu just in case you weren t aware Andrew Bogut,,Ben Shore,Ben5hore,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,JLawrence23 You spelled flu wrong,,Chris Schoonover,schoon54,333333,30003,DDEEF6,FFFFFF,0
2,Canada resident tests positive for H7N9 avian flu virus,,Janett Wawrzyniak,wawrzyniak9,333333,6399,DDEEF6,0,EBEBEB
2,Even though FallonTonight jimmyfallon it is still making me feel better also helps when I take cold amp flu medicine,,Sarina May Waldon,sarinamay93,590B59,6B156B,F08BF0,0,642D8B
,Roctakon as I understand it if you don t get one amp you get the flu you have a higher chance of infecting an old person who might die,,tetzelny,tetzelny,333333,576085,DDEEF6,FFFFFF,CAC9D4
2,tmwinsett mylifeasprose larrywilmore nightlyshow Right I gotta think of better ones I asked him if he had the flu shot KeepIt100,,irene haralabatos,rini6,3D1957,FF0000,7AC3EE,FFFFFF,642D8B
1,Nick Anderson is player of the game With the flu too ComancheSports edhsathletics OCSidelines thecanyontribe,,Manny Alvarez,MAlvarez02,333333,9999,EFEFEF,EEEEEE,131516
1,that kid alec35 you have the flu,,Andrew Casten,andrewcastenn,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,I be rocking to Lor scoota x Bird Flu like shit lately,,,MWUAHtoThePussy,3D1957,C71090,7AC3EE,FFFFFF,C71090
2,5 year old Las Vegas girl dies from flu despite receiving vaccination,,Janett Wawrzyniak,wawrzyniak9,333333,6399,DDEEF6,0,EBEBEB
1,Flu Taylor Pucci SnowyCelebs midnight pointsme,,Nick Assunto,NickJAss,0,3B94D9,0,0,0
2,You look like a hot bowl of soup and I got the flu katemorris patcoop10 Jordenestis,,AnnaBeth Vice,annabeth vice,5E412F,CE7834,78C0A8,FFFFFF,FCEBB6
1,Second stomach flu in a week Kids are great kids are great,,Scott Paterno,ScottPaterno,666666,2FC2EF,252429,181A1E,1A1B1F
1,Gimme Ammo YellowJeepJewel vcortesusmc freewillfighter USArmy USMCJuanCarlos That flu killed a Veteran in 5 days Did a PGR Mission,,Steven Thompson,Thunderstixx,EFF70A,3B94D9,99CC33,829D5E,352726
1,krisCrossd yea he ha the flu I think yea they need his height right now,,Donte Cooley,YourLocalShaman,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,CC5 sapo he s got a bad flu I guess Bulls hanging with them tho,,Tom Moore,TomMoore HRG,FFFFFF,0084B4,0,FFFFFF,0
1,bellerinaaaa coming down with that Rose Flu,,Coach Mat,Daddy Buckets5,333333,0084B4,DDEEF6,C0DEED,7.50E+20
2,Good advice for flu season MT WSJ How to avoid germs at work,,Sherry Mallory,SherryMallory,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,wilw midnight Don t look at me I voted for Flu Diamond Phillips,,AndrewC,AndrewTheMild,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,RT SiriusXMFantasy RT IF your DFS night was crushed by Warriors Andrew Bogut getting pulled just before tip off due to the flu,,Steven McIntyre,sjpmcintyre,666666,2FC2EF,252429,181A1E,1A1B1F
1,DrewDinkmeyer the could have been s with no questions on Wall s status and an update on the Bogut flu before gametime,,Jay Relay,JayRelay,333333,0084B4,C0DFEC,A8C7F7,22330
2,Yvette has the flu and this girl in class said she had Ebola and Yvette was SO mad,,ellen,ellenmamula,333333,38543,F6F6F6,EEEEEE,ACDED6
1,DJSMOOK Tremelo3 hollyrauhl 19 aggie ct jrdhuskers tandsmailbox Daisycat831 TeganEffect and afraid to I ve got a flu I think,,Nathan Huber,nate huber89,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,frankthetank111 Bogut out with flu so no rim D Curry with towel over head looks like flu so outside game limited Very depleted W team,,Stuart Waugh,sg2waugh,666666,2FC2EF,252429,181A1E,1A1B1F
1,Tremelo3 DJSMOOK hollyrauhl 19 aggie ct jrdhuskers tandsmailbox Daisycat831 TeganEffect I think it s flu and running around 100,,Nathan Huber,nate huber89,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Seriously 3 years ago i had mono 2 years ago I got the flu Today I wake up with a sore throat Why,,Riley Sutton,rileysutton,333333,552582,DDEEF6,C0DEED,FFFFFF
2,Gonna take some Nighttime Cold amp Flu Relief so hopefully I can get some sleep and or go into a coma,,God,sincerely logan,333333,067CB3,FFFFFF,FFFFFF,F5F5F5
2,Taking my most likely flu infected self to court tomorrow and spreading that shit to all of the judicial branch of NB muahah anarchy,,Ana,Analinavr,333333,71B3E6,DDEEF6,FFFFFF,FFFFFF
2,Stockpiles this flu doesn t stand a chance,,Julia,omni82252,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,The upside to having the flu this weekend was having the opportunity to start watching Justified In the end maybe the flu was worth it,,Ryan Duwe,ryanduwe,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,I feel horrible Hope I m not coming down with the flu,,Tawanda M,iCook MSRaised,D17CE6,9999A6,80808,0,141414
2,FDA Approves First GMO Flu Vaccine Containing Reprogrammed Insect Virus RT getholisticheal,,Lisa Wood,SmartSeminar,CE7834,4CC783,78C0A8,F0A830,FCEBB6
1,KinielCat have the flu or just lazy,,Dragon F Orca,DragonOrca,DE62BD,108387,F0BA90,707070,FFFFFF
1,Flu vaccine paradox adds to public health debate,,Marius Scurtescu,mscurtescu,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,I feel like y all know this but just in case let there be no doubt I got a flu shot,,OperationPinkHerring,PinkHerring,3E4415,0B0E4B,44B1C5,5E889D,352726
2,Just one stomach flu away from my goal weight,,Laura Gettier,lauragettier,3C3940,0099B9,95E8EC,5ED4DC,0099B9
2,How to Properly Fight the Flu ReliefIsHere SheSpeaksUp Walmart ad via tasalinas,,Amy T,ohsosavvymom,333333,990000,F3F3F3,DFDFDF,EBEBEB
2,Knowing my luck i probz have strand B flu,,Valentina,valadia135,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,DesDunks Madders 11 I have work until 6 45 Call in you down with the flu,,Madison Brantley,Madders 11,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,boltonnut Oh man poor guy Well I don t get flu shot anyways and they may do it differen now,,Vicki Andrada,tigrayrocks,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,wyatt foreman I have the flu,,princass,xxoo cass,333333,2FC2EF,DDEEF6,FFFFFF,1A1B1F
2,Chemtrail Flu Have You Got It Yet World,,Carla Miller,carlasnow29,D77FB2,AA2A75,F8C7DA,F8C7DA,F8C7DA
2,Rillymeen and they re only getting out rebounded by about 7 impressive when you re center is out with the flu,,Brittany A Jones,BrittanyAnita,ADA6AD,7.10E+79,FFFFFF,EEEEEE,B2DFDA
2,Harry Styles do you have the common cold flu virus,,susa,phillestering,CD7CC3,262626,78C0A8,FFFFFF,0
2,My poor baby girl has the flu Been a tough week,,Margaret Spears,MargaretWatford,3E4415,93A644,99CC33,FFFFFF,B2DFDA
2,JakeeeKF you are sick with the FLU If I ever get the flu I ll make sure to come near you all the time and see how you enjoy it mister,,Kathleen Morgan,Kathleeen24,E60EAC,12C4E3,0,F09341,05F735
2,10 REASONS WHY FLU SHOTS ARE MORE DANGEROUS THAN A FLU World,,Carla Miller,carlasnow29,D77FB2,AA2A75,F8C7DA,F8C7DA,F8C7DA
1,It s like saying ur broken leg is causing me to struggle in my faith or could u stop having the flu it s distracting my walk w the Lord,,Stephen Capps,StephenCapps,333333,0084B4,C0DFEC,FFFFFF,22330
1,I have a cold finally i thought i had escaped flu season but it got me,,Carmen Urquilla,rain butterfly,0,0,FFFFFF,FFFFFF,FFFFFF
2,niais VIRUS On your telescope and in my face subtitle If I m this awesome with the flu imagine the possibilities,,vicky scowcroft,teagazer,3C3940,0099B9,95E8EC,5ED4DC,0099B9
2,101 8 fever F U FLU,,ennaej,real trap bitch,333333,0,DDEEF6,FFFFFF,FFFFFF
1,RT ItsMikeyMurphy Dannng I might have the flu or something just kinda wanna get through this week,,,camxdbr,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,My body aches so bad Like is this what old people feel like everyday Flu caught me slippin hard,,LizzyLou,lizzyskelter,333333,9999,EFEFEF,0,131516
1,RT lazonadeportiva Williams Durham and Beard have the flu they all threw up Williams went into the locker room Beard had to change j,,Benjo,Thebearjeweler,666666,2FC2EF,252429,181A1E,1A1B1F
2,Why Prepare for a Bird Flu Pandemic,,Janett Wawrzyniak,wawrzyniak9,333333,6399,DDEEF6,0,EBEBEB
1,EldonThacker It s not too late but jes don t get to close Mr Flu meister,,Lee Gibson,leegibsonmusic,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,joohannnaaaaa I miss you stop having the flu and come back to the phi,,Gii Marrone,giimarrone,634047,88253,E3E2DE,D3D2CF,EDECE9
1,leegibsonmusic oh I ve had enough whusky to kill the dang flu,,Eldon Thacker,EldonThacker,333333,0042B3,F5EEDC,FFFFFF,E1C3EB
1,stranahan CDC caught inflating flu deaths to sell more vaccines,,Jim Humbert,JimHumbert,333333,9999,EFEFEF,EEEEEE,131516
2,A year ago I was in Florida with an amazing group of people and then got the flu the next day,,Heather Barkee,heatherbarkee,3D1957,FF0000,7AC3EE,FFFFFF,642D8B
2,Man Down Man Down Hub s has the flu,,Kayre Imus,OregonRELady,333333,93A644,FFFFFF,EEEEEE,B2DFDA
2,I ve become a mad crazy cleaning person now because I swear if I get the flu I will lose it,,Katie Burgess,kissing kate,FA8459,89C9FA,0,ADF1FC,30103
1,RT thatiainguy Having the flu isn t stigmatised why should having less than ideal mental health be BellLetsTalk YouMatter,,Spencer Begemann,sbegemann,333333,CC3366,E6F6F9,FFFFFF,DAEBE6
1,RT AgweekMagazine Calif turkey farm quarantined after bird flu detected Agweek,,Mike Phipps,phippsjm,333333,0084B4,DDEEF6,0,C0DEED
2,KingJavii The air over Utech gimmi the flu my FIRST day back I got it,,Saint Mary Magdalene,essKbee,F200E2,22F052,0A0A0A,C5D975,B379B8
1,I feel like when u have the Flu u have the right to take the day off from EVERYTHING Bt the end of the day world stops for no one,,Yan,KissMiiTwatt,7.85E+73,9E1955,0F0D03,F2E195,BADFCD
2,THIS GAME IS MAKING ME SWEAT LIKE BOGUT WITH THE FLU Warriors,,Danielle Lerner,danielle lerner,333333,0084B4,DDEEF6,FFFFFF,C0DEED
1,KirstenHaylie you definitely have the flu Kirsten rest up and good luck Sleep early and drink meds Random well wisher here,,Vance Lerrick,VanceLerrick,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,ThompsonScribe mental error I think he has the flu His shot is way off He is not thinking right,,Stuart Waugh,sg2waugh,666666,2FC2EF,252429,181A1E,1A1B1F
1,RT MontePooleCSN Without Bogut out with flu it s up to Warriors F Draymond Green to battle Bulls behemoths Then again that s what,,Mico C,micoc76,0,5E00FF,C9DFE0,86A4A6,BAE3E8
1,Pray amp RT Pray for Nikki a young wife and mother of 3 She is on her death bed right now from the flu amp other complications Thank you,,Matt Franklin,FrankDaWord,666666,2FC2EF,252429,0,1A1B1F
2,Haven t been able to hug my dad for two weeks since he has the flu n it s fucking killing me,,GhettoGothHay,HaleyPhamily,333333,19CFC3,EFEFEF,EEEEEE,131516
2,LindsHollister no flu here but we will be sure to lick you and matt when you come over getlicked wearevaccinated,,Heather Brooker,HeatherBrooker,3C3940,00B83A,95E8EC,5ED4DC,B84A00
2,I ve had the flu strep a cold upper respiratory infection and horrible asthma within two weeks What type of shit is that,,Savannah Rae,Sweatin Glitter,D16DCA,EB1595,0,0,0
2,Wahhh I hate being sick I think I caught a mild flu too The chills won t go away,,Charlene Ann,supastarchar,333333,9999,C0DFEC,FFFFFF,131516
2,Really over this damn flu It s been nearly a week,,,farahhh,333333,0,DDEEF6,0,0
2,JeanneSarahh I m a victim of the flu I ll be okay tho,,Rachel Anne,rachelanne823,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,I think we re going to find out that Curry has the flu too,,feltbot,feltbot,333333,08088A,EFEFEF,0,131516
2,Freezing and burning up at the same time If I have the flu Imma be pissed,,Megz,Megan 4more,FF0F0F,03FFC0,FFFF00,03FF0B,FF05EE
2,I think I may have the flu,,alex h,Byronosaurus,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Whoever gave me the Flu im going to find you and kill you As soon as I m better,,Ryan Vassallo,ryanems132,666666,6DC916,252429,181A1E,B310AE
1,Dr Brownstein Falsely Accused of Promoting the Flu Vaccine The Flu Vaccine and Low Hanging Fruit by Dr Brownst,,Mark Fuerst,DrMarkFuerst,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,5 year old girl dies from flu despite receiving vaccination,,Min Tara Lynne,Min TaraLynne,333333,0084B4,DDFFCC,BDDCAD,9AE4E8
1,Dr Brownstein Falsely Accused of Promoting the Flu Vaccine The Flu Vaccine and Low Hanging Fruit by Dr Brownst,,Chiropractic,ChiropracticFan,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,S O to DaveyDave 18 for the care package for the trip to Cali tomorrow Including anti flu medicine just in case,,Tessa Matthews,tessaaddie,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Steph looks flush i bet he has the flu too Warriors,,L E N,LENism,666666,2FC2EF,252429,0,1A1B1F
1,warriors wow Bogut with the flu when his team needed him the most against these bigs form Chi Way to man up Go blow your nose and cough,,gavin,geebaugh,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,KmillionMiller I kinda was on Friday and the weekend but not bad I m getting over it The flu shall not take me,,Soph,skallas12,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,What a weird game Warriors couldn t hit a 3 Rose had like 12 turnovers Flu Tired Legs Just a lot going on,,Slotter,Slotter,666666,E9160C,252429,0,1A1B1F
1,Could ve been your flu game andrewbogut lol,,Joshua Joson,jayjoson1,333333,0084B4,C0DFEC,0,22330
1,Bogut gets the flu and there goes the 11 point spread,,Phil,OnTheRealPhil,666666,2FC2EF,252429,181A1E,1A1B1F
1,Now I know warriors can t win any close games Bitch ass bogut better grow some balls the flu Get the fuck out of here you pussy,,Jose Padilla,Mr Rager 510,333333,0,C0DFEC,FFFFFF,0
1,RT megan dong Bogut and his flu I swear,,Kanon Lee,kanongoesboom,333333,FFCC4D,F6F6F6,0,ACDED6
1,Love the flu,,Nick,nickw 69,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Hope I wake up feeling good tomorrow Had the flu Now light cold coming an going I just wanna train HARD,,Shelito Vincent,shelitosway,AD13AD,9999,F00058,EEEEEE,131516
1,Does the Warriors health plan not cover flu vaccinations for Bogut,,Jason Chen,diskopo,3C3940,0099B9,95E8EC,FFFFFF,0099B9
1,guarantee you Steph has the flu warriorsworld,,L E N,LENism,666666,2FC2EF,252429,0,1A1B1F
1,kfc been flu anyway,,4 Cuttaz Only,a5thoFCReeZz,1D0EF0,0055FF,0,FFFFFF,08ADFF
1,Turn down for what Sickness The flu That s what,,Raymond Arturo,r2dotweets,0,FF7112,EBD8C1,F5D0A9,FFFFFF
2,I don t care about the scientific validity of this statement The flu shot makes you get sick,,Deepika Pujji,tweepika,333333,9999,EFEFEF,EEEEEE,131516
2,juniners Kobe use to play w the flu Js Smh,,Lejon B,JonThaPrince,333333,141111,F3F3F3,DFDFDF,EBEBEB
1,I read the flu so he was either feeling ill before the game or just suddenly started right before the game,,Matt,SharksFan23,0,00FAFA,C70202,FFFFFF,0
2,Oh yay flu,,Coyote Bad,Ajorpunga,FF0022,9266CC,50505,30303,0
1,geeman215 HerringWSJ he was named as a starter in warm ups then disappeared Flu news came late Ruined a lot of DFS lineups,,Connor Beastwin,cBeastwin,0,FA743E,0,0,0
1,Starting center has the flu But that s none of my business espn commentators,,Golden State 36 7,TheKingTyler,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,I didn t get my flu shot and now I m sure I m getting sick but hey at least I didn t contract autism right guys OneBoldChoice,,Gordie Pickering,ohgeezgordie,0,89C9FA,0,0,0
1,Swine flu deaths continue to rattle Indore 5th reported Times of India,,JustinBieberNewsx,JustinBiberxfb,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,RT screamMARA xoxo SLime flu 2,,Og lil pretty thug,TreySmallz,333333,3B94D9,EFEFEF,EEEEEE,131516
2,Wait what How the hell do you mix up an Achilles injury with the flu,,Mitchell Northam,primetimeMitch,333333,4.57E+09,DDEEF6,FFFFFF,131516
1,X WildHeart O get better KOL take care of yaself people out here dying from the Flu and stuff smh,,IG DJRnR405,DJRnR405,333333,856C0A,EFEFEF,FFFFFF,131516
2,louisfabrizi You have the flu,,Kaitlyn Layfield,KaitlynLayfield,333333,9999,EFEFEF,EEEEEE,131516
1,LearikTheKid And we did this without Jimmy Butler tonight He has the flu,,Austin Martin,Siccottic,333333,0084B4,DDEEF6,0,C0DEED
