Gender,Text,Description,User Name,User Screen Name,Text Color,Link Color,Sidebar Color,Border Color,Background Color
2,RT iris messenger racist snoopycain RT RockNHot1 CVS Flu Shot Kills 23 Seniors via YouTube cdcwhistleb,,Tara McClintick,BooksByTara,3E4415,D02B55,99CC33,829D5E,352726
1,Get a 3 week cold and flu forecast then save up to 1 on Kleenex Tissues,,Jamie Hanson,mom2blah,634047,88253,E3E2DE,D3D2CF,EDECE9
2,Screw having the flu,,lain,MartinAlaina,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,RosaFidilio Its cold n flu season,,RIck vasi,rv1045,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,stomach flu sucks but homemade soup by gregbirman amp favorite flowers make this torture a bit,,Nika Levando,Nikaletachka,333333,0084B4,DDEEF6,FFFFFF,C0DEED
2,Hey uber how about delivering flu supplies like these fluber,,Lisa K,sharkb8t,333333,3B94D9,F3F3F3,DFDFDF,89C9FA
2,I want to vote for senior superlatives but I can t go back to school until Friday bc of the flu and voting ends tomorrow WTF,,SincerelyStephanie,vw stephanie,0,39C6DB,FFFFFF,FFFFFF,FFFFFF
2,RT mercnews Santa Clara County reports first flu death of the season taseipel,,Melissa McKenzie,M McKenzie,333333,357A56,F6F6F6,EEEEEE,ACDED6
2,I think I m getting the flu,,Alyssa Nunez,lyssa9109,0,DD2E44,0,0,0
2,RT natalietran Sorry my video will be late this week I ve got a flu because I m an Aussie in England and I don t know how people live wh,,Mega,MegaKawai27,333333,448544,DDEEF6,0,0
1,RT MoombaQueen My mom asked if I was taking nudes then she asked me if I was smoking I have the flu it s her bathtub I m doing one of,,Father Brion,whoisbrionrock,3A88C4,1A913A,ACEDF2,FFFFFF,E69A29
1,Getting a pump after getting hit hard with the flu for 4 days Also representing a great cause for Ink n Iron,,Luis Santa,TheBigRican,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,WaRninG TG not all the way but this flu bug has me 4 feet in the grave,,Hirtzi F A,Hirtzi,333333,9999,EFEFEF,FFFFFF,131516
2,Tech News How to help make sure the flu doesn t sideline your business,,Claire Rutkoske,MBJClaire,333333,1785CF,EFEFEF,0,131516
2,Start of Anil Potti medical malpractice trial is postponed because of flu DukeChronicle,,Helen Haskell,hhask,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,The flu is for the birds My body hates me,,Brooke Braswell,BroKatBras,333333,3B94D9,F6FFD1,FFFFFF,FFF04D
1,We ve got a kid that has thrown up twice now please lord I don t want anyone else getting it if it s a flu NurseMom SuperMom,,C Vance,K06 k09 p13,0,7C6AAD,FFFFFF,0,30303
2,Wow Gets put in the hospital and ten days later I get the flu Cool,,Chelsie Watts,chelsie watts,333333,0084B4,DDEEF6,FFFFFF,C0DEED
1,I support mandatory paid sick leave because I don t want people who have the flu handling my food And because it s the right thing to do,,Pierce Nichols,nocleverhandle,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,are hops medicinal will a big ipa cure a lingering flu t Stone Enjoy By 02 14 15 IPA photo,,mishaco,mishaco,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Lol when coworkers ask me to pick up their shifts cuz they have the flu but post pics at the beach okay hahahah,,Haley Reardon,hwmksr,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,RT Vegan6107 California turkey flock is first commercial case of bird flu thank factory farming for diseases f,,Pam Gigous,JoyofVegan,333333,FF0808,DDEEF6,FFFFFF,FF8F8F
2,feels like a combination of the flu strep bronchitis everything man,,veronica,ver0niqueer,8F006A,FA743E,A1A500,FA9110,271D39
2,Think your hands are clean Use these tips to stay clean during flu season health flu,,ronitaylor,ronitaylor,333333,0084B4,DDEEF6,0,C0DEED
2,RT KateReports Pastor Jackson I spent a week and a half enduring what seemed to be the flu It wasn t on my agenda I didn t plan it,,Tacoma PierceChamber,Tacoma Chamber,8C212E,00467F,FAF9DA,1B2763,FFFFFF
1,Hate tha flu and tha cold hate being sick,,ROZAY45,rozayjoker,333333,9999,EFEFEF,0,131516
1,Discord gets a WACKY flu,,Herald in Yellow,PopeRichardCory,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,The flu sucks,,Alex Sherman,ShermanFTW,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Fresno County Reports First Flu Deaths Of The Season,,Diana Aguilera,DianaT Aguilera,333333,FA1717,A0C5C7,86A4A6,709397
1,Get a flu shot kids,,Jason Brown,jasontbrown,666666,2FC2EF,252429,181A1E,1A1B1F
2,Interviews and yoga with this cold flu were not my smartest ideas,,Jennifer Young,jenyoung,333333,3E8A3E,EADEAA,0,EDECE9
2,The three necessary steps to fight the flu FightFlu via adventuresof8,,Lisa Weidknecht MAEd,Weidknecht,3C3940,009AB9,95E8EC,5ED4DC,0099B9
2,Tested positive for the Flu Me amp my bed are gonna be besites for the next couple days,,Stephanie Mabry,stephmabry,F5ABD9,DB1456,0,FFFFFF,DBE9ED
1,May actually be flu like symptoms Tough to tell,,Bill San Antonio,Bill SanAntonio,0,3B94D9,0,0,0
2,Can the flu just LEAVE my house Ahh I want to hold kiss and squeeze on my baby Day 3 without seeing her feeling annoyed,,Tiffany Jade,tjade89,333333,93A644,FFFFFF,EEEEEE,B2DFDA
2,Psyc class got canceled today and I just got an email that it s canceled Thursday too Thank God for flu season,,Cris Amspacher,CrisAmspacher,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Ragdoll Inc It hurts me just hearing about it I had one last Monday and it was a precursor to the flu,,Pablo J Gallaga,PendejoJoe,2412C4,0,8092C4,FFFFFF,0
1,Manufacturing key to getting more effective flu jabs to market faster,,NFID,NFIDvaccines,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Went oanera to get soup and some lady took the last scone So I coughed on her The flu sucks lady,,Taylor Baynum,t bay5,333333,0,DDEEF6,C0DEED,48008C
2,Like I did you a favor by not coming and giving you the flu,,ashley goodenough,ashgoodenough,333333,990000,F3F3F3,DFDFDF,EBEBEB
2,Fight the flu with Netflix Love this double whammied,,Debbie Woodbury,DebbieWWGN,C96D43,94D487,200709,FFFFFF,200709
2,RT tasalinas How to Properly Fight the Flu ReliefIsHere SheSpeaksUp Walmart ad,,Linette Gerlach,Linetteg,3D1957,FF0000,7AC3EE,65B0DA,642D8B
1,RT JoshGray hit Flu spiking among children in the Northeast just in time for BOSnow ChelseaRice HealthyBoston HealthBizBlog,,Greg Dworkin,DemFromCT,333333,0084B4,DDFFCC,BDDCAD,9AE4E8
2,pilotbacon I am so sorry I didn t pitch you I was so out of it due to flu Will totally send you things soon though promise,,michelle buchman,michelledeidre,333333,40515E,F6F6F6,0,12669
2,Ok so I diagnosed myself wit the flu lol but my old boss amp my friend did too lol they checked on me all damn day YAll the shit I swear,,Prettyyungthangg,Simply B,333333,990000,F3F3F3,DFDFDF,EBEBEB
1,RT DeloitteHealth Researchers are closer to developing a universal flu vaccine thanks to a newly discovered class of antibodies,,Dean Calhoun,Affygility,505050,999999,121212,0,0
2,I m a genuinely happy person right now aside from the body aches from this flu,,McKenna Hart,coolkenn,333333,090A0A,F6FFD1,0,50505
1,A 5 Year Old Girl Just Died of the Very Strain of Flu She Was Vaccinated Against The Daily Sheeple,,Scott Endres,ScottEndres,0,70CC66,226923,FFFFFF,1133AD
2,Wasn t Juno that got to me but instead Mr Flu So finally got up to shake it off and make me some,,Lorie of The World,AprilMae808,634047,88253,E3E2DE,D3D2CF,EDECE9
1,RT warriorsvox Jimmy Butler is out with the flu for Chicago,,Matt Steinmetz,SteinmetzNBA,333333,00070A,E7B15F,0D0D0C,E4560C
1,This flu is real,,Frankie Tewell,FrankieTewell,333333,9999,EFEFEF,EEEEEE,131516
1,Why is everybody getting the flu,,jayson jarman,jarman jayson,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Praying the sauna tanning amp a workout will cure this mini flu I got,,katie,kscheafs,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Foods that can help keep you healthy We found a list of foods that experts say can help fight the flu Dietic,,Sandi McIntyre,sndmcntr,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Yesterday s plaything just came down with the flu So if you need a dose of Sintellectual PhoneSex get it while I m still healthy,,Miss Jane,JanesAddictive,333333,0084B4,C0DFEC,A8C7F7,22330
2,Me your child has the flu Mom can you write me a note to take him to day care tomorrow fluprobs,,Stacy Furlow,stacyfurlow,3E4415,4A913C,99CC33,829D5E,352726
1,Mom received both the flu and pneumonia vaccines and got both I got neither work at a college and have not gotten sick,,DJ,DemetriusJ,333333,0084B4,C0DFEC,A8C7F7,22330
1,The Flu How sick is too sick flu influenza,,Steve Long,SteveLongWHBF,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,RT tasalinas How to Properly Fight the Flu ReliefIsHere SheSpeaksUp Walmart ad,,melissa weintraub,dentistmel,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,RT DemetriusJ Mom received both the flu and pneumonia vaccines and got both I got neither work at a college and have not gotten sick,,Bishop Roundtree,UniqueTreee,0,440A61,71A338,FFFFFF,FF6699
1,RT JoshGray hit Flu spiking among children in the Northeast just in time for BOSnow HealthyBoston,,Jeffrey Flier,jflier,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Still afraid of the flu What to do,,Cindy McAsey,barefootboss,3C3940,0099B9,95E8EC,5ED4DC,0099B9
2,i hate the flu,,dorneciaa,dorneciaaa,333333,9999,EFEFEF,EEEEEE,131516
2,Top 5 Ways to Prevent the Flu this Season,,chuckie braid,cbraid921,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,JennaJRoss Didn t get the Flu just a shitty cold Hoping you feel better Jenna Xo Vegas,,Paul Moe Morales,sinmoesin,333333,DD2A33,EFEFEF,EEEEEE,131516
2,JerryKatz wish we could come hang out with y all Dang flu,,Angela George,ageorgelmt,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Quick home remedies for the flu cold,,Jacob,Smith jacob33,333333,9999,DDEEF6,FFFFFF,131516
1,RT pundster CMConner adamtirapelle PAGMETER ClovisWrestling Thursday Bonus Flu coming Driving from Sacramento for Dual of the Ye,,Clovis Wrestling,ClovisWrestling,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Trying an at home DIY flu remedy applecidervinegar cinnamon kickthisinthebutt,,Alexis Lauritzen,ATL TX,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Shit I m glad this flu is blowing off,,BratsLuverGirl,TooDamnCute 16,3D1957,FF0000,7AC3EE,FFFFFF,642D8B
1,You probably shouldn t get your flu shot,,David,TheRealDaveKerr,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Almost ready for Soccer season This flu is a bitch,,Chinaka,PreachHomieQuan,333333,9999,EFEFEF,EEEEEE,131516
2,I have the flu whatthefuckwhyyyy,,Jenn Schwartz,jleeschwartz,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,astoldbyjasmyn lmao 30 seconds of being cold is gonna give me the flu crazy,,Marlo,greenMONSTAH,666666,2FC2EF,252429,0,1A1B1F
2,even though I came down with the flu on the NU NYC on the weekend trip the experience of seeing coach,,AL,Al Polito03,E4EB0C,94D487,0798EB,0,1DADF0
1,This stomach flu,,Tom Dyer,tdyer22,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,No flu but Strep instead poor guy,,Janna Brown Huie,jbhuie,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,How did I manage to get the flu and a cold why,,liv,livmiranda,3C3940,0099B9,95E8EC,5ED4DC,0099B9
2,I think i have stomach flu,,Teeeena,teeeena,362720,B40B43,E5507E,CC3366,FF6699
1,How do you help with your son having the flu and your wife having a bad day Run to store to grab her bluebell,,David Nichols,training dave,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Kris10MFAF The new admin assist has the flu amp I told her to stay away I don t want to see her this week but she said she s coming in,,Jess Literary etc,literaryetc,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,RT Burke31Tanner Everyone gets the flu But I have never had a flu shot and never get sick sooo,,teresa summers,teresa summerss,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,BadBlueBunny mwv1217 Got the flu the blue flu,,marcusveyera,mwv1217,ECF726,868A08,6DF297,0,05030E
1,The flu,,Glenn Barber,Glenn Barber,16818E,A7394D,30516,16818E,03072D
2,Don t Sneeze Office Etiquette for Flu Season Skip a handshake don t spray a colleague s desk and other rule,,Fausto Enrique Abreu,Fausto Enrique,736D66,9A3E41,211D18,413D39,0
2,lt lt lt Tips for Cold and Flu Prevention gt gt gt via aboutamom,,LeeLa,LisaKerr68,3D1957,0099FF,7AC3EE,65B0DA,642D8B
2,lt lt lt Tips for Cold and Flu Prevention gt gt gt via aboutamom,,LeeLa,LisaKerr68,3D1957,0099FF,7AC3EE,65B0DA,642D8B
2,If Michael Jordan can win a game with the flu so can I ballislife intramurals,,Halee Sharp,HaleeSharp13,333333,9999,EFEFEF,FFFFFF,131516
2,I m hot and cold at the same time I will whine about this flu 4ever free me,,Meghan MacMillan,MacMillanMeghan,0A090A,54113C,D8C7E8,662066,CABEED
2,Flu Done Back at it I just ran 8 04 km with Nike nikeplus,,LorenzoS,lorenzos1959,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Wills self to not have flu,,molly bye,snobison,333333,0084B4,DDEEF6,FFFFFF,C0DEED
2,RT KellyDeCourcy1 Whoever thought it was a good idea to go to school with the flu for that stupid car I hate you,,hope lewis,lu lew97,3E4415,D02B55,99CC33,829D5E,352726
2,I feel sorry for anybody that has the flu,,z ey,ElyseZoey20,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Flu got me feeling like,,The King,CdotBlevins,333333,DD2E44,DDEEF6,0,131516
1,It s flu season in Phoenix And it sucks,,andrew decker,leeandru123,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,I m either getting a horrible case of the stomach flu or my appendix is about to blow up nevertheless still smiling,,Amanda Berry,amandaberry23,333333,9999,EFEFEF,EEEEEE,131516
2,MontePooleCSN Warriors Flu,,Dana Ferris,leftydana,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,ferarroyo760 sick with the flu,,Craig Elsten,619sports,AC9F2F,297389,252429,FFFFFF,1.35E+10
2,RT HBKBrandon I really think I m getting sick bc I lied and said I couldn t get the flu shot for religious reasons at work,,Just Monica,TragicSatire,4DC1EB,0EEB28,CC336B,E63212,E3F213
1,Toughing out the flu because the real world doesn t start and stop at your convenience Something you aren t taught in any class ICanDoIt,,Connor Horgan,chorgan17,0F0E0F,EB8F05,EDF4F7,FFFFFF,BDB7AE
1,A 5 Year Old Girl Just Died of the Very Strain of Flu She Was Vaccinated Against via po st,,Karl G Bergquist,karlsgunbunker,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,kathyannbryant StacyDmomof5 SurferDi CoolCzech1 Bugslayer57 edmyers6417 MMcLeieer seanhannity It was Micah and his whole class w flu,,peggi arnold,peggiarnold,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,How it feels trying to sleep with the flu,,Andy D,DietzyTweetzy,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Put Jacorey back on the floor Jordan scored 38 with the flu,,Adam Alter,Adam Alter,212021,D4082A,D1CFD1,FFFFFF,131516
2,Seriously feel like I have the flu again bc I have 5 blankets on and I m still cold,,Shel,shelbayy63,FF846B,664F54,F2AE91,E6D2AC,7CCCAB
2,BermanJ1 Hate to say my mom died from emphysema quit breathing during surgery daughter had flu and quit breathing in her sleep Smokers,,patty jo bray,patty bray,333333,0084B4,DDEEF6,FFFFFF,9AE4E8
1,RT HealthRanger Flu shot manufacturer confirms that there are no controlled trials demonstrating flu shots work at all,,Brian Abe,2RoadsLife,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,RT BadBlueBunny mwv1217 lol no The real flu,,marcusveyera,mwv1217,ECF726,868A08,6DF297,0,05030E
1,BadBlueBunny mwv1217 lol no The real flu pull through flu,,marcusveyera,mwv1217,ECF726,868A08,6DF297,0,05030E
1,PatriciaHeaton Just wanted to let you know how much watching The Middle has helped cheer me up during flu season As good as ELR,,kalibeans,kalibeans,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,HaleeSharp13 If Michael Jordan can win a game with the flu so can I ballislife intramurals Gotta love it,,Jake,jakepeterson24,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,dane rose Going to pull a Michael Jordan tonight and have a flu game BallisLyfe NoDaysOff he didn t show up incase you all wondered,,Alec Cavanaugh,AlecCavanaugh,333333,9999,EFEFEF,EEEEEE,131516
1,RT SCMP News Flu kills 8 Hong Kong patients in one day as infection rate hits 5 year high,,Raynard E Green,DoubleDownDuck,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,and then sometimes the flu catches up with you Been lucky so far I look forward to spreading it,,RJ Holt,rjholt2,333333,0084B4,C0DFEC,A8C7F7,22330
1,Lots of people have the flu Here s a dog hug for them all dog hug,,Jones Natural Chews,Joneschews,333333,FF0000,DDEEF6,C0DEED,642D8B
2,Last Valentine s Day I had to work amp I had the flu Maybe I will have better luck this year lolol,,Kaitlen Fisher,kaitlen fisher,333333,9999,EFEFEF,EEEEEE,131516
2,It sucks being sick idk if I have the flu or allergies but both sucks to have,,Marisol Trevino,maditrevino1,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,RT SneakerShouts solesodef shows of his 96 OG Bred 11s amp 98 OG Bred 13s w his retro Flu Game 12s Follow solesodef for more heat htt,,Esdras,xESDRASx,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,I ve had and broken a fever at least 7 times today I m so over this flu crap,,Whitney Middendorf,Whit Midd,3C3940,0099B9,95E8EC,5ED4DC,0099B9
1,10 natural cures for the flu via ozarksentinel,,The Ozarks Sentinel,ozarksentinel,0,9E0B0F,FCEC66,9E0B0F,9E0B0F
2,RT Mofmars333 Why flu shots are the greatest medical fraud in history via HealthRanger CDCwhistleblower,,Laura V,SteelersRule07,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Woke up from flu induced snooze Thought What if Sally is Patty Hearst MadMen,,Lindsey Alexander,blondone,666666,FA0824,F2F235,181A1E,1A1B1F
2,Cold and Flu Fighting Soups from Around the World,,Sam Montana,Montana410,333333,0084B4,DDFFCC,BDDCAD,9AE4E8
1,rini6 I m like H7N9 flu is in North America and we at talking balls,,HowdyMO,howdyMO,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,RT DemetriusJ Mom received both the flu and pneumonia vaccines and got both I got neither work at a college and have not gotten sick,,L a Chillionaire,Aksents DCR,333333,0084B4,DDEEF6,FFFFFF,C0DEED
2,RT howdyMO rini6 I m like H7N9 flu is in North America and we at talking balls,,Stephanie Green,stefsstuff,0,0000FF,7DA1B9,0,0
1,Hate having the flu,,Romo,RomoJason,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,RT tasalinas How to Properly Fight the Flu ReliefIsHere SheSpeaksUp Walmart ad,,Crissy Page,Crissy,404040,4A913C,F5F5F5,FFFFFF,FFFFFF
1,Flu struck UVaWomensTennis Saturday vs Baylor resulting in forfeited points amp 1st loss of the season,,The Cavalier Daily,cavalierdaily,333333,0084B4,C0DFEC,FFFFFF,22330
2,swansong40 flu is gone thankfully Having lovely warm weather today Feel better,,Judy,buttons30,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Take 3 Actions Tips To Protect Your Family Against The Flu FightFlu via athomemoma,,Maria Castro,ToughCookieMom,141314,8ED0DE,C9F578,FFFFFF,F5FFFE
1,RT loveserenalinda How is it I m freezing to death amp hot as hell at the same time The flu is death guys Death amp I got my flu shot,,zavier vandenb ger,zohlives,333333,9999,EFEFEF,EEEEEE,131516
2,My Harvey has the flu sweet boy is so sickly,,Selene Sosa,SeleneeK,CE7834,5E412F,78C0A8,F0A830,FCEBB6
1,INVIRZIBLE thought Ole Campy might ve been fighting off flu like symptoms in avoiding his breadandbutter,,Matthew Stegmeier,MJStegs,6C961C,589C2A,E2EAEF,0,589C2A
2,tbh I think I have the flu fucking aweeeesome,,maggie,magggielouisee,130911,774D71,F4C3D6,0,CEC3CB
2,The flu has hit I am cooking up batch of magical herbal medicine,,nonstick,nonstick,3E4415,D02B55,99CC33,829D5E,352726
